Make,Model,Variant, Ex-Showroom_Price ,Emission_Norm,Fuel_Type,Body_Type,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,Kerb_Weight,Ground_Clearance,Front_Suspension,Rear_Suspension,Power,Torque,Basic_Warranty,Child_Safety_Locks,Extended_Warranty,Minimum_Turning_Radius,Voice_Recognition,ABS_(Anti-lock_Braking_System),Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Parking_Assistance,USB_Compatibility,EBA_(Electronic_Brake_Assist),Navigation_System,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Cruise_Control
,Mercedes-Benz E-Class,E350 D," Rs. 72,85,332 ",BS IV,Diesel,Sedan,7.45 km/litre,,142 km/litre,,155 mm,"McPhersons axle with coil spring Coil springs, twin-tube gas-filled with SDD/coil springs",Multi link independent suspensions with coil spring Single-tube gas-filled with SDD,268.7PS@3800rpm,620Nm@1600rpm,3 years / Unlimited Kms,Yes,4th year /with (absolutely no mileage restriction),,,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Driver knee airbag",Yes,Yes,Yes,7,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,,Yes,Yes
,Mercedes-Benz E-Class,E220D," Rs. 59,64,321 ",BS IV,Diesel,Sedan,,,142 km/litre,,155 mm,"McPhersons axle with coil spring Coil springs, twin-tube gas-filled with SDD/coil springs",Multi link independent suspensions with coil spring Single-tube gas-filled with SDD,268.7PS@3800rpm,620Nm@1600rpm,3 years / Unlimited Kms,Yes,4th year /with (absolutely no mileage restriction),,,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Driver knee airbag",Yes,Yes,Yes,7,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,,Yes,Yes
,Mercedes-Benz E-Class,E 63 S Amg," Rs. 1,50,00,000 ",BS IV,Petrol,Sedan,4.5 km/litre,8.5 km/litre,8.5 km/litre,1845 kg,155 mm,"4-link air suspension, anti-dive, automatic level control & stabilizer","Multi-link, anti-dive, anti-lift, automatic level control & stabilizer",549bhp@5500rpm,720Nm@1750-5250RPM,3 years / Unlimited Kms,Yes,4th year /with (absolutely no mileage restriction),5.65 meter,,Yes,"Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags, Driver frontal airbag",Yes,Yes,,6,10.3:1,Front & rear sensors with 360 degree view,,Yes,Yes,,,Yes,Yes
,Mercedes-Benz E-Class,E200 Expression," Rs. 57,50,000 ",BS IV,Petrol,Sedan,8.5 km/litre,12 km/litre,12 km/litre,,,"4-link air suspension, anti-dive, automatic level control & stabilizer","Multi-link, anti-dive, anti-lift, automatic level control & stabilizer",184PS@5500rpm,300Nm@1200-4000rpm,3 years / Unlimited Kms,Yes,4th year /with (absolutely no mileage restriction),,,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags",Yes,Yes,Yes,7,,Front and rear sensors with camera,Yes,Yes,Yes,,,Yes,Yes
,Mercedes-Benz E-Class,E200 Exclusive," Rs. 61,50,000 ",BS IV,Petrol,Sedan,8.5 km/litre,12 km/litre,12 km/litre,,,"4-link air suspension, anti-dive, automatic level control & stabilizer","Multi-link, anti-dive, anti-lift, automatic level control & stabilizer",184PS@5500rpm,300Nm@1200-4000rpm,3 years / Unlimited Kms,Yes,4th year /with (absolutely no mileage restriction),,,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags",Yes,Yes,Yes,7,,Front and rear sensors with camera,Yes,Yes,Yes,,,Yes,Yes
,Mercedes-Benz E-Class,E220D Expression," Rs. 58,50,000 ",BS IV,Diesel,Sedan,,,142 km/litre,,155 mm,"McPhersons axle with coil spring Coil springs, twin-tube gas-filled with SDD/coil springs",Multi link independent suspensions with coil spring Single-tube gas-filled with SDD,268.7PS@3800rpm,620Nm@1600rpm,3 years / Unlimited Kms,Yes,4th year /with (absolutely no mileage restriction),,,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Driver knee airbag",Yes,Yes,Yes,7,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,,Yes,Yes
,Mercedes-Benz E-Class,E220D Exclusive," Rs. 62,50,000 ",BS IV,Diesel,Sedan,,,142 km/litre,,155 mm,"McPhersons axle with coil spring Coil springs, twin-tube gas-filled with SDD/coil springs",Multi link independent suspensions with coil spring Single-tube gas-filled with SDD,268.7PS@3800rpm,620Nm@1600rpm,3 years / Unlimited Kms,Yes,4th year /with (absolutely no mileage restriction),,,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Driver knee airbag",Yes,Yes,Yes,7,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,,Yes,Yes
Volvo,Xc60,Inscription D5," Rs. 59,90,000 ",BS IV,Diesel,SUV,11.7 km/litre,18.8 km/litre,18.8 km/litre,1879 kg,209 mm,Independent suspension with gash shox,Torsion Beam gas shox,233PS@4250rpm,480Nm@1750rpm,,Yes,,,,Yes,"Rear passenger side airbags, Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,,8,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Bmw,X4,Xdrive20D M Sport X," Rs. 60,60,000 ",BS 6,Diesel,SUV,,,16.4 km/litre,1740 kg,498 mm,Independent Strut with stabiliser bar and coil spring,Independent multi-link Suspension with stabiliser bar and coil spring,188bhp@4000RPM,400NM@1750rpm,,Yes,,,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,,6,,Front and rear sensors with camera,Yes,Yes,Yes,,Yes,Yes,Yes
Bmw,X4,Xdrive30D M Sport X," Rs. 65,90,000 ",BS 6,Diesel,SUV,,,16.4 km/litre,1820 kg,498 mm,Independent Strut with stabiliser bar and coil spring,Independent multi-link Suspension with stabiliser bar and coil spring,265PS@4000RPM,620Nm@2000-2500RPM,,Yes,,,,Yes,"Front passenger side airbag, Rear passenger side airbags, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,6,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Bmw,X4,Xdrive30I M Sport X," Rs. 63,50,000 ",BS 6,Petrol,SUV,,,13.32 km/litre,1820 kg,498 mm,Independent Strut with stabiliser bar and coil spring,Independent multi-link Suspension with stabiliser bar and coil spring,248bhp@5200rpm,350Nm@1450rpm,,Yes,,,,Yes,"Rear passenger side airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,6,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Jeep,Wrangler,Unlimited," Rs. 63,94,000 ",BS 6,Petrol,SUV,17.5 km/litre,8.4 km/litre,8.4 km/litre,,215 mm,Independent Suspension with Torsion Bar And Stabilizer Bar,Independent suspension with McPherson Struts,268PS@6350rpm,400Nm@4300rpm,2 Years Unlimited Kilometres,,2 Years Unlimited Kilometres,,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,Yes,Yes,6,,Rear sensors with camera,Yes,Yes,Yes,Yes,,,
,Mercedes-Benz C-Class Cabriolet,C300," Rs. 64,26,497 ",BS 6,Petrol,Convertible,,,,,,AGILITY CONTROL suspension with selective damping system,AGILITY CONTROL suspension with selective damping system,258bhp@5800-6100rpm,370Nm@1800-4000rpm,,Yes,,5.8 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger pelvic airbag, Driver pelvic airbag, Rear passenger pelvic airbags",Yes,Yes,Yes,8,,Front and rear sensors with camera,Yes,Yes,Yes,,Yes,Yes,Yes
Bmw,Z4 Roadster,Sdrive 20I," Rs. 64,90,000 ",BS 6,Petrol,"Sports, Convertible",,,7.6 km/litre,1495 kg,,Adaptive Dynamics system,Adaptive Dynamics system,197hp@4500-6500rpm,320hp@1450-2000rpm,,Yes,,,,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,4,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,,Yes
Bmw,Z4 Roadster,M 40I," Rs. 78,90,000 ",BS 6,Petrol,"Sports, Convertible",,,7.6 km/litre,1610 kg,,Adaptive M Suspension,Adaptive M Suspension,340hp@5000-6000rpm,500@1600-4500rpm,,Yes,,,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Curtain airbags",Yes,Yes,,4,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,Mercedes-Benz V-Class,Expression Elwb," Rs. 68,40,000 ",BS 6,Diesel,MUV,,,,,,,,163bhp@3800rpm,380Nm@1400-2400rpm,,Yes,,,,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,6,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,Mercedes-Benz V-Class,Exclusive Lwb," Rs. 81,90,000 ",BS 6,Diesel,MUV,,,,,,,,163bhp@3800rpm,380Nm@1400-2400rpm,,Yes,,,,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,6,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,Mercedes-Benz V-Class,Elite," Rs. 1,10,00,000 ",BS 6,Diesel,MPV,,,,,,,,163PS@4200rpm,380Nm@2400rpm,,Yes,,,Yes,Yes,"Driver curtain airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag, Front passenger curtain airbag, Front passenger pelvic airbag, Driver pelvic airbag",Yes,Yes,Yes,10,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Audi,Q7,45 Tdi Premium Plus," Rs. 72,21,500 ",BS IV,Diesel,SUV,9.3 km/litre,12.6 km/litre,14.75 km/litre,2330 kg,200 mm,adaptive air suspesion,adaptive air suspesion,249PS@4500RPM,600Nm@1500-3000rpm,2 years / Unlimited Kms,Yes,3rd/4th year( regardless of its mileage),6.1 meter,,Yes,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,8,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Audi,Q7,45 Tdi Technology Pack," Rs. 80,21,500 ",BS IV,Diesel,SUV,9.3 km/litre,12.6 km/litre,14.75 km/litre,2330 kg,200 mm,adaptive air suspesion,adaptive air suspesion,249PS@4500RPM,600Nm@1500-3000rpm,2 years / Unlimited Kms,Yes,3rd/4th year( regardless of its mileage),6.1 meter,,Yes,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,8,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Audi,Q7,40 Tfsi Quattro Premium Plus," Rs. 69,21,500 ",BS IV,Petrol,SUV,,,11.68 km/litre,2330 kg,200 mm,adaptive air suspesion,adaptive air suspesion,252PS@4500RPM,370Nm@1600-4500rpm,2 years / Unlimited Kms,Yes,3rd/4th year( regardless of its mileage),6.1 meter,,Yes,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,8,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,,Yes,Yes,Yes
Audi,Q7,40 Tfsi Quattro Technology Pack," Rs. 76,21,500 ",BS IV,Petrol,SUV,,,,2330 kg,200 mm,adaptive air suspesion,adaptive air suspesion,252PS@5000-6000rpm,370Nm@1600-4500rpm,2 years / Unlimited Kms,Yes,3rd/4th year( regardless of its mileage),6.1 meter,,Yes,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,8,,"Front and rear sensors with camera, Front & rear sensors with 360 degree view",Yes,Yes,Yes,Yes,Yes,Yes,Yes
Audi,Q7,45 Tdi Black Styling," Rs. 81,11,500 ",BS IV,Diesel,SUV,9.3 km/litre,12.6 km/litre,14.75 km/litre,2330 kg,200 mm,adaptive air suspesion,adaptive air suspesion,249PS@4500RPM,600Nm@1500-3000rpm,2 years / Unlimited Kms,Yes,3rd/4th year( regardless of its mileage),6.1 meter,,Yes,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,8,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Audi,Q7,40 Tfsi Quattro Black Styling," Rs. 77,11,500 ",BS IV,Petrol,SUV,,,,2330 kg,200 mm,adaptive air suspesion,adaptive air suspesion,252PS@5000-6000rpm,370Nm@1600-4500rpm,2 years / Unlimited Kms,Yes,3rd/4th year( regardless of its mileage),6.1 meter,,Yes,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,8,,"Front and rear sensors with camera, Front & rear sensors with 360 degree view",Yes,Yes,Yes,Yes,Yes,Yes,Yes
Land Rover Rover,Range Evoque Convertible,2.0 Hse Dynamic," Rs. 69,52,964 ",BS IV,Petrol,Convertible,15.68 km/litre,,15.7 km/litre,2013 kg,,MacPherson Strut,Multi - link,240PS@5500rpm,340NM@1500rpm,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"12/24 months /2,00,000 Kms (Whichever comes earlier)",,,Yes,"Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Yes,Yes,7,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Land Rover Rover,Range Velar,2.0 Diesel R-Dynamic S," Rs. 72,46,802 ",BS IV,Diesel,SUV,15.68 km/litre,15.7 km/litre,15.7 km/litre,,,MacPherson Strut,Multi - link,179PS@4000rpm,430NM@1750-2500rpm,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"12/24 months /2,00,000 Kms (Whichever comes earlier)",,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger curtain airbag, Rear passenger head airbags",Yes,Yes,Yes,6,,Rear sensors with camera,Yes,Yes,,Yes,Yes,Yes,Yes
Land Rover Rover,Range Velar,2.0 Petrol R-Dynamic S," Rs. 72,46,802 ",BS IV,Petrol,SUV,12.63 km/litre,,12.63 km/litre,,,McPherson,Integral Coil Spring,250PS@5500RPM,365Nm@1500rpm,3 Years / 100000 km (whichever comes first),Yes,,,,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Rear passenger head airbags",Yes,Yes,Yes,6,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,Mercedes-Benz E-Class All Terrain,E 220D," Rs. 75,00,000 ",BS 6,Diesel,SUV,,,12.06 km/litre,,155 mm,"McPhersons axle with coil spring Coil springs, twin-tube gas-filled with SDD/coil springs",Multi link independent suspensions with coil spring Single-tube gas-filled with SDD,194hp@3800rpm,400Nm@1600-2800RPM,3 years / Unlimited Kms,Yes,4th year /with (absolutely no mileage restriction),,,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Driver knee airbag",Yes,Yes,Yes,7,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,,Yes,Yes
Volvo,Xc90,D5 Inscription," Rs. 87,90,000 ",BS IV,Diesel,SUV,13.2 km/litre,,17.2 km/litre,2962 kg,218 mm,"4-link air suspension, anti-dive, automatic level control & stabilizer",5Link Suspension with coil spring,225PS@4250RPM,470Nm@1740RPM,,Yes,,,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,6,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,,Yes,Yes,Yes
Volvo,Xc90,D5 Momentum," Rs. 80,90,000 ",BS IV,Diesel,SUV,13.2 km/litre,,17.2 km/litre,2910 kg,218 mm,"2WD Independent, Coil Spring, Anti Roll Bar 4WD Independent, Torsion bar",Active multi-link independent rear suspension with anti-roll bar,225PS@4250RPM,470Nm@1740RPM,,Yes,,6.1 meter,,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,6,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,,Yes,Yes,Yes
Volvo,Xc90,T8 Excellence," Rs. 1,31,24,000 ",BS IV,Hybrid,SUV,5 km/litre,,,2910 kg,218 mm,"2WD Independent, Coil Spring, Anti Roll Bar 4WD Independent, Torsion bar",Active multi-link independent rear suspension with anti-roll bar,407ps@5700rpm,640Nm@2200rpm,,Yes,,6.1 meter,,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,6,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,,Yes,Yes,Yes
Volvo,Xc90,T8 Inscription," Rs. 96,65,000 ",BS IV,Hybrid,SUV,,,17.2 km/litre,2962 kg,238 mm,"4-link air suspension, anti-dive, automatic level control & stabilizer",5Link Suspension with coil spring,320bhp,240Nm,,Yes,,,,Yes,"Driver head airbag, Front passenger head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,7,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,,Yes,Yes,Yes
Volvo,Xc90,D5 R-Design," Rs. 84,91,500 ",BS IV,Diesel,SUV,13.2 km/litre,,17.2 km/litre,2962 kg,218 mm,"4-link air suspension, anti-dive, automatic level control & stabilizer",5Link Suspension with coil spring,235 bhp @ 4250 rpm,480 Nm @ 1750 rpm,,Yes,,,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,6,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,,Yes,Yes,Yes
Land Rover Rover,Range Sport,5.0L V8 Svr Petrol," Rs. 2,05,17,853 ",,Petrol,SUV,,,,2310 kg,,Air suspension,Air suspension,567bhp@6000-6500rpm,700Nm@3500-4000rpm,,Yes,,,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,,,Front and rear sensors with camera,Yes,Yes,Yes,,Yes,Yes,Yes
Land Rover Rover,Range Sport,2.0L S Petrol," Rs. 86,70,586 ",BS IV,Petrol,SUV,,,,2083 kg,295.5 mm,Electronic Cross Linked Air Suspension (with Variable Ride Height),Electronic Cross Linked Air Suspension (with Variable Ride Height),296bhp@5500rpm,400Nm@1500-4000rpm,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"12/24 months /2,00,000 Kms (Whichever comes earlier)",,,Yes,"Driver head airbag, Front passenger head airbag, Drive side airbag, Front passenger pelvic airbag, Driver frontal airbag, Driver pelvic airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,,8,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Land Rover Rover,Range Sport,2.0L Se Petrol," Rs. 94,48,181 ",BS IV,Petrol,SUV,,,,2083 kg,295.5 mm,Electronic Cross Linked Air Suspension (with Variable Ride Height),Electronic Cross Linked Air Suspension (with Variable Ride Height),296bhp@5500rpm,400Nm@1500-4000rpm,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"12/24 months /2,00,000 Kms (Whichever comes earlier)",,,Yes,"Driver head airbag, Front passenger head airbag, Drive side airbag, Front passenger pelvic airbag, Driver frontal airbag, Driver pelvic airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,,8,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Land Rover Rover,Range Sport,3.0L V6 Se Petrol," Rs. 1,14,76,911 ",BS IV,Petrol,SUV,,,,2134 kg,295.5 mm,Air suspension,Air suspension,335bhp@6500RPM,450Nm@3500-5000RPM,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"12/24 months /2,00,000 Kms (Whichever comes earlier)",,,Yes,"Driver head airbag, Front passenger head airbag, Drive side airbag, Front passenger pelvic airbag, Driver pelvic airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,,8,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Land Rover Rover,Range Sport,2.0L Hse Petrol," Rs. 1,56,00,000 ",BS IV,Petrol,SUV,,,,2687 kg,295.5 mm,Electronic Cross Linked Air Suspension (with Variable Ride Height),Electronic Cross Linked Air Suspension (with Variable Ride Height),296bhp@5500rpm,400Nm@1500-4000rpm,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"12/24 months /2,00,000 Kms (Whichever comes earlier)",,,Yes,"Driver head airbag, Front passenger head airbag, Drive side airbag, Front passenger pelvic airbag, Driver pelvic airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,,8,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Land Rover Rover,Range Sport,3.0L V6 Hse Petrol," Rs. 1,32,28,725 ",BS IV,Petrol,SUV,,,,2134 kg,295.5 mm,Air suspension,Air suspension,335bhp@6500RPM,450Nm@3500-5000RPM,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"12/24 months /2,00,000 Kms (Whichever comes earlier)",,,Yes,"Driver head airbag, Front passenger head airbag, Drive side airbag, Front passenger pelvic airbag, Driver pelvic airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,,8,,Rear sensors,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Land Rover Rover,Range Sport,5.0L V8 Autobiography Dynamic Petrol," Rs. 1,79,40,227 ",,Petrol,SUV,,,,,,Air suspension,Air suspension,518bhp@6000-6500rpm,625Nm@2500-5500rpm,,Yes,,,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,8,,Front and rear sensors with camera,Yes,Yes,Yes,,Yes,Yes,Yes
Land Rover Rover,Range Sport,3.0L Tdv6 S Diesel," Rs. 1,03,73,732 ",BS IV,Diesel,SUV,,,,2134 kg,172 mm,Four corner air suspension,Four corner air suspension,254 bhp @ 4000 rpm,600Nm @ 1750-2250 rpm,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"12/24 months /2,00,000 Kms (Whichever comes earlier)",,,Yes,"Driver head airbag, Front passenger head airbag, Drive side airbag, Front passenger pelvic airbag, Driver pelvic airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,8,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,,Yes,Yes
